G5oh_A01_n4	G6oh_A02_n3	G6oh_A03_n6	G6oh_A03_n7	G6oh_A03_n3	G7oh_A03_n4	G8oh_A01_n2	G8oh_A01_n3	G8oh_A03_n3
398.804		513.776	422.63	471.1533	507.611			406.707
398.945		513.903	422.746	471.3349	507.69			407.611
399.078		513.979	422.893	471.4618	507.825			407.803
399.183		514.19	423.064	471.5962	508.239			407.883
399.324		514.289	423.202	471.7485	508.311			408.023
399.404		514.452	423.415	471.9402	508.578			408.89
399.543		514.643	423.509	472.086	508.676			408.955
399.623		514.782	423.632	472.2114	508.843			409.047
399.762		514.897	423.79	472.4584	508.952			409.514
399.856		515.042	423.909	472.571	509.066			409.56
399.942		515.166	423.999	472.7621	509.15			409.651
400.085		515.353	424.194	472.8943	509.288			409.713
400.262		515.438	424.384	473.0303	509.384			410.256
400.328		515.588	424.483	473.1741	509.495			410.329
400.561		515.796	424.653	473.3481	509.648			410.406
400.857		515.977	424.851	473.5068	509.719			410.95
401.049		516.087	425.012	473.6765	509.846			411.025
401.175		516.201	425.238	473.8092	509.991			411.24
401.32		516.333	425.428	473.9899	510.131			411.649
401.483		516.473	425.542	474.1261	510.249			411.705
401.565		516.625	425.702	474.2896	510.379			411.815
401.708		516.86	425.864	474.435	510.502			412.39
401.797		517.006	425.978	474.574	510.632			412.501
401.969		517.242	426.105	474.7256	510.816			412.694
402.065		517.505	426.353	474.8761	510.962			413.022
402.234		517.613	426.492	475.0615	511.122			413.103
402.353		517.728	426.586	475.205	511.22			413.284
402.5		517.818	426.796	475.3579	511.422			413.906
402.592		517.908	426.984	475.507	511.595			413.969
402.725		518.236	427.114	475.6827	511.687			414.49
402.851		518.391	427.226	475.8285	511.893			414.59
402.938		518.499	427.384	475.9765	511.98			415.004
403.042		518.678	427.522	476.1086	512.079			415.086
403.184		518.794	427.74	476.3072	512.186			415.334
403.292		518.878	427.857	476.4374	512.411			415.664
403.419		519.195	427.957	476.6168	512.579			416.335
403.556		519.375	428.093	476.8187	512.656			416.496
403.722		519.535	428.256	476.9721	512.987			416.682
403.815		519.686	428.387	477.0743	513.049			416.723
403.943		519.786	428.573	477.2176	513.417			417.111
404.045		520.066	428.727	477.3458	513.664			417.185
404.138		520.198	428.896	477.5179	513.961			417.632
404.271		520.367	429	477.6813	514.12			417.692
404.359		520.561	429.14	477.856	514.481			417.911
404.473		520.717	429.291	477.9905	514.809			417.987
404.586		520.902	429.509	478.1576	515.248			418.083
404.702		520.99	429.616	478.2948	515.397			418.32
404.813		521.124	429.79	478.5537	515.616			418.363
404.966		521.367	430.017	478.6705	515.803			419.171
405.089		521.453	430.147	478.8187	515.936			419.273
405.176		521.584	430.277	478.9348	516.2			419.737
405.285		521.707	430.497	479.1173	516.422			420.11
405.384		521.819	430.619	479.2545	516.578			420.591
405.54		521.894	430.837	479.4029	516.755			420.706
405.656		522.158	430.939	479.5568	516.956			420.933
405.751		522.283	431.03	479.7162	517.159			421.087
405.908		522.409	431.124	479.7973	517.349			421.174
405.99		522.476	431.267	479.9797	517.534			421.486
406.167		522.728	431.399	480.1052	517.853			421.671
406.255		522.819	431.5	480.2405	517.995			421.819
406.411		522.924	431.753	480.421	518.21			421.856
406.648		523.003	431.877	480.5602	518.57			422.091
406.765		523.139	431.972	480.6932	518.781			422.234
406.893		523.234	432.079	480.8	519.09			422.312
406.982		523.436	432.311	481.0092	519.313			422.388
407.077		523.54	432.492	481.1699	519.514			422.561
407.204		523.632	432.571	481.281	519.759			422.592
407.313		523.721	432.71	481.44	519.891			422.715
407.426		523.867	432.824	481.5778	520.388			423.043
407.544		524.011	433	481.8257	520.593			423.127
407.636		524.083	433.087	481.9461	521.06			423.159
407.751		524.199	433.25	482.0944	521.542			423.51
407.856		524.317	433.375	482.2173	522.453			423.827
407.991		524.422	433.501	482.3721	522.75			423.878
408.14		524.538	433.669	482.5256	522.952			423.944
408.249		524.608	433.787	482.6629	523.241			424.496
408.365		524.786	433.933	482.7686	523.419			424.85
408.48		524.882	434.064	482.9586	523.629			424.903
408.593		525.051	434.194	483.153	523.801			425.115
408.733		525.349	434.288	483.3099	523.963			425.149
408.821		525.491	434.395	483.4876	524.203			425.729
408.937		525.62	434.588	483.5985	524.362			425.811
409.044		525.778	434.7	483.7207	524.603			426.004
409.177		525.931	434.824	483.8755	524.722			426.037
409.259		526.082	435.011	484.0389	524.909			426.08
409.468		526.192	435.148	484.1501	525.073			426.158
409.569		526.351	435.318	484.3574	525.235			426.918
409.682		526.493	435.421	484.499	525.374			427.129
409.793		526.623	435.513	484.6086	525.556			427.218
409.872		526.744	435.773	484.7954	525.722			427.287
410.013		526.996	435.883	484.988	525.832			427.506
410.106		527.101	436.055	485.1188	526.065			427.734
410.223		527.217	436.251	485.2541	526.242			427.806
410.357		527.409	436.464	485.3468	526.461			427.835
410.518		527.51	436.59	485.4973	526.821			427.909
410.65		527.802	436.724	485.6569	526.925			428.185
410.771		528.032	436.926	485.8215	527.457			428.25
410.88		528.127	437.029	485.9516	527.777			428.271
411.001		528.299	437.223	486.1105	527.996			428.577
411.197		528.414	437.452	486.3144	528.685			428.826
411.327		528.556	437.657	486.4698	528.966			428.862
411.43		528.702	437.829	486.6649	529.032			429.163
411.562		528.837	437.98	486.8734	529.484			429.391
411.695		529.013	438.09	486.9716	529.674			429.612
411.774		529.135	438.206	487.1292	530.037			429.784
411.913		529.292	438.427	487.2294	530.433			429.835
412.037		529.594	438.621	487.4457	530.746			429.887
412.142		529.689	438.823	487.5383	531.381			429.917
412.257		529.899	439.013	487.7097	531.995			430.079
412.36		530.018	439.123	487.8535	532.254			430.325
412.509		530.116	439.221	487.971	532.591			430.36
412.657		530.45	439.462	488.2112	533.208			430.485
412.751		530.557	439.565	488.3576	533.802			430.544
412.894		530.749	439.786	488.4761	534.243			430.566
413.029		531.026	439.938	488.659	534.483			430.9
413.102		531.189	440.137	488.8119	534.558			430.951
413.195		531.342	440.282	488.9738	534.955			431.017
413.307		531.482	440.369	489.1145	535.181			431.035
413.436		531.669	440.504	489.3842	535.394			431.085
413.541		531.912	440.734	489.4989	535.61			431.5
413.67		531.99	440.9	489.7399	536.216			431.546
413.766		532.119	441.017	489.8445	536.553			431.584
413.926		532.269	441.156	490.0109	536.812			431.714
414.095		532.406	441.379	490.1465	537.117			431.795
414.207		532.536	441.497	490.3005	537.83			431.965
414.322		532.763	441.599	490.4162	538.15			431.994
414.418		532.888	441.779	490.5428	538.375			432.219
414.516		533.055	441.879	490.7086	538.532			432.269
414.672		533.338	442.158	490.9142	538.786			432.302
414.797		533.511	442.282	491.0695	539.011			432.363
414.888		533.64	442.398	491.2195	539.124			432.596
414.988		533.775	442.506	491.3431	539.377			432.641
415.103		533.89	442.719	491.5286	539.562			432.765
415.191		534.08	442.838	491.619	539.714			432.792
415.308		534.317	442.958	491.7635	539.851			432.839
415.406		534.449	443.069	491.9383	540.005			432.915
415.539		534.538	443.276	492.0918	540.209			433.551
415.641		534.84	443.493	492.281	540.318			433.612
415.743		534.926	443.67	492.3951	540.49			433.678
415.891		535.049	443.787	492.5757	540.637			434.046
415.986		535.185	443.977	492.6779	540.831			434.178
416.424		535.343	444.096	492.8629	540.948			434.214
416.546		535.429	444.241	493.0371	541.211			434.507
416.656		535.649	444.43	493.1369	541.312			434.565
416.751		535.936	444.604	493.2807	541.447			434.651
416.942		536.033	444.76	493.477	541.563			434.694
417.063		536.257	444.936	493.5983	541.688			435.06
417.18		536.43	445.071	493.7669	541.933			435.241
417.262		536.606	445.164	493.9157	542.222			435.277
417.369		536.856	445.408	494.2093	542.494			435.316
417.473		536.971	445.598	494.3123	542.562			435.428
417.608		537.109	445.827	494.4894	542.629			435.457
417.715		537.292	445.976	494.6189	542.92			435.542
417.836		537.465	446.105	494.7773	543.145			435.905
417.944		537.762	446.247	494.9232	543.28			435.988
418.07		537.901	446.472	495.0986	543.376			436.053
418.195		538.088	446.67	495.2323	543.712			436.08
418.359		538.362	446.825	495.3486	543.845			436.249
418.468		538.49	447	495.547	544.015			436.276
418.548		538.634	447.15	495.7069	544.172			436.505
418.727		538.849	447.361	495.8629	544.454			436.54
418.824		539.002	447.498	496.0074	544.767			436.599
418.926		539.264	447.711	496.1842	545.027			436.814
419.038		539.386	447.891	496.2825	545.333			436.846
419.163		539.539	448.113	496.4515	545.635			436.873
419.314		539.622	448.239	496.6298	545.964			437.103
419.424		539.738	448.383	496.7521	546.316			437.131
419.618		540.085	448.557	496.9146	546.476			437.192
419.703		540.263	448.717	497.0933	546.843			437.215
419.82		540.495	448.842	497.1925	547.342			437.534
419.951		540.613	449.042	497.3158	547.607			437.677
420.065		540.867	449.201	497.5032	547.804			437.707
420.173		541.013	449.335	497.613	547.945			437.757
420.296		541.103	449.534	497.7826	548.168			437.811
420.442		541.219	449.653	497.9547	548.299			438.002
420.517		541.443	449.861	498.0558	548.481			438.024
420.687		541.57	450.002	498.2265	548.564			438.068
420.823		541.853	450.249	498.3658	548.8			438.486
420.937		541.933	450.384	498.5366	548.965			438.551
421.104		542.023	450.617	498.679	549.114			438.813
421.18		542.185	450.831	498.8318	549.223			438.853
421.315		542.321	450.979	498.9958	549.461			438.881
421.422		542.608	451.145	499.1472	549.587			439.107
421.596		542.77	451.319	499.3211	549.746			439.141
421.746		542.884	451.464	499.4685	549.892			439.168
421.869		543.025	451.586	499.6114	549.996			439.402
422.053		543.145	451.794	499.743	550.16			439.435
422.219		543.349	451.979	499.8336	550.248			439.466
422.334		543.449	452.098	499.9743	550.491			439.522
422.44		543.564	452.218	500.1338	550.585			439.548
422.55		543.706	452.39	500.3007	550.74			439.857
422.667		543.806	452.655	500.433	550.843			439.895
422.927		543.954	452.802	500.6325	550.942			439.957
423.087		544.109	452.949	500.7618	551.119			440.024
423.213		544.206	453.131	500.883	551.429			440.073
423.339		544.33	453.323	501.0511	551.509			440.118
423.45		544.508	453.501	501.1508	551.617			440.221
423.579		544.657	453.653	501.3225	551.905			440.243
423.801		544.766	453.813	501.4838	552.003			440.345
423.91		545.047	454.029	501.6206	552.124			440.402
424.061		545.169	454.198	501.752	552.185			440.469
424.156		545.437	454.367	501.897	552.417			440.501
424.297		545.58	454.542	502.1105	552.46			440.723
424.42		545.711	454.7	502.231	552.649			440.781
424.582		545.854	454.868	502.4082	552.711			440.799
424.716		546.069	455.036	502.5598	552.833			441.325
424.815		546.182	455.181	502.6815	552.958			441.375
424.943		546.378	455.408	502.891	553.21			441.415
425.073		546.523	455.531	503.0494	553.363			441.504
425.288		546.827	455.662	503.2077	553.575			442.105
425.39		546.945	455.851	503.3297	553.663			442.138
425.52		547.143	456.002	503.4662	553.932			442.493
425.607		547.362	456.216	503.6374	554.018			442.599
425.75		547.488	456.406	503.765	554.205			442.645
425.85		547.595	456.566	503.9564	554.302			442.679
425.962		547.672	456.782	504.0962	554.518			442.951
426.162		547.804	456.907	504.1893	554.609			443.073
426.276		547.987	457.121	504.3444	554.773			443.125
426.378		548.048	457.259	504.4834	554.891			443.154
426.457		548.222	457.474	504.6646	554.991			443.492
426.634		548.308	457.622	504.7977	555.119			443.53
426.76		548.431	457.811	504.9381	555.361			443.565
426.872		548.649	457.962	505.0938	555.446			444.08
427.015		548.809	458.099	505.2678	555.61			444.135
427.114		548.957	458.318	505.4299	555.782			444.374
427.278		549.15	458.512	505.5773	555.918			444.408
427.377		549.285	458.676	505.7583	556.175			444.449
427.506		549.404	458.825	505.9137	556.231			444.551
427.598		549.588	458.981	506.0499	556.556			444.667
427.719		549.716	459.192	506.2353	556.623			444.722
427.873		549.859	459.29	506.3706	556.825			444.75
428.032		550.001	459.416	506.4766	557.006			444.93
428.191		550.174	459.513	506.5822	557.199			444.971
428.281		550.301	459.781	506.7451	557.323			444.999
428.402		550.429	459.98	506.8992	557.658			445.301
428.502		550.504	460.113	507.0473	557.831			445.326
428.613		550.694	460.259	507.2329	557.906			445.429
428.728		550.928	460.375	507.377	558.076			445.47
428.924		551.02	460.523	507.4973	558.363			445.513
429.038		551.198	460.738	507.6627	558.573			445.647
429.18		551.377	460.881	507.8133	558.753			445.704
429.318		551.628	461.081	507.9852	559.039			445.782
429.469		551.855	461.281	508.0907	559.367			445.845
429.585		552.001	461.487	508.2419	559.619			445.943
429.706		552.174	461.636	508.4182	559.911			446.057
429.807		552.262	461.751	508.5629	560.005			446.251
429.956		552.591	461.922	508.7343	560.317			446.322
430.057		552.654	462.124	508.8521	560.787			446.417
430.191		552.781	462.225	509.0431	561.063			446.588
430.301		552.927	462.447	509.1493	561.237			446.635
430.389		553.249	462.586	509.2542	561.329			447.152
430.513		553.423	462.699	509.5058	561.538			447.193
430.656		553.65	462.874	509.6589	561.654			447.236
430.806		553.778	463.103	509.8133	561.799			447.351
430.94		553.913	463.277	509.9126	561.916			447.422
431.05		554.072	463.432	510.0291	562.053			447.701
431.162		554.208	463.522	510.1973	562.176			447.786
431.344		554.388	463.649	510.3486	562.366			447.879
431.447		554.552	463.817	510.5753	562.475			447.931
431.554		554.709	463.988	510.6904	562.57			447.979
431.887		554.977	464.097	510.8411	562.723			448.095
432.001		555.101	464.273	510.9685	562.82			448.176
432.083		555.343	464.427	511.081	562.933			448.491
432.405		555.556	464.567	511.2069	563.082			448.521
432.498		555.69	464.753	511.3554	563.242			448.552
432.618		555.851	464.899	511.587	563.351			448.775
432.712		555.996	465.008	511.709	563.536			448.824
432.842		556.334	465.186	511.835	563.619			448.847
432.96		556.425	465.335	511.9982	563.778			449.192
433.088		556.566	465.451	512.1414	563.902			449.357
433.192		556.671	465.657	512.3258	564.026			449.408
433.342		556.897	465.814	512.4691	564.101			449.427
433.528		557.002	465.937	512.5507	564.252			449.493
433.603		557.212	466.087	512.6826	564.374			449.551
433.713		557.299	466.183	512.8924	564.491			449.806
433.871		557.48	466.365	513.0675	564.591			449.877
433.951		557.656	466.568	513.1775	564.735			449.898
434.079		557.765	466.717	513.3865	564.792			449.985
434.199		558.003	466.846	513.5421	564.905			450.003
434.351		558.136	466.963	513.6489	565.097			450.074
434.511		558.355	467.15	513.801	565.161			450.221
434.595		558.556	467.257	513.9856	565.415			450.253
434.728		558.676	467.457	514.1076	565.471			450.325
434.85		558.82	467.591	514.2783	565.568			450.367
434.926		559.069	467.739	514.4327	565.693			450.443
435.054		559.215	467.85	514.5302	565.772			450.623
435.235		559.324	468.064	514.7053	565.86			450.648
435.334		559.442	468.137	514.8698	565.958			450.745
435.442		559.765	468.32	515.0217	566.018			450.771
435.603		559.914	468.458	515.1642	566.22			451.253
435.685		560.09	468.526	515.4738	566.357			451.519
435.795		560.313	468.722	515.6324	566.418			451.609
435.908		560.407	468.828	515.8478	566.536			451.638
436.05		560.5	469.057	516.0002	566.633			451.683
436.192		560.727	469.177	516.084	566.814			451.937
436.277		560.831	469.357	516.2341	567.074			452.016
436.461		561.052	469.408	516.3885	567.142			452.084
436.59		561.223	469.568	516.4924	567.285			452.19
436.745		561.373	469.623	516.701	567.564			452.218
436.854		561.55	469.783	516.8299	567.674			452.519
436.939		561.77	469.937	516.9728	567.963			452.544
437.074		561.846	470.04	517.0833	568.053			452.587
437.197		562.067	470.152	517.2753	568.281			452.733
437.378		562.297	470.319	517.3799	568.492			452.766
437.491		562.392	470.4	517.5049	568.631			452.852
437.606		562.517	470.566	517.7338	568.762			453.019
437.693		562.727	470.762	517.8615	568.813			453.052
437.906		562.841	470.901	517.9951	568.943			453.1
438.016		563.145	471.057	518.1505	569.052			453.408
438.1		563.305	471.23	518.2493	569.209			453.43
438.239		563.387	471.328	518.387	569.291			453.533
438.363		563.493	471.459	518.5709	569.417			453.714
438.492		563.813	471.632	518.6798	569.498			453.739
438.577		563.948	471.734	518.8143	569.635			453.791
438.766		564.02	471.843	518.933	569.72			453.83
438.888		564.237	471.978	519.1378	569.853			453.92
438.989		564.39	472.097	519.3034	569.934			453.938
439.105		564.486	472.254	519.4528	570.028			454.119
439.234		564.567	472.344	519.6534	570.147			454.145
439.354		564.764	472.476	519.7806	570.238			454.169
439.448		564.876	472.595	519.9316	570.308			454.493
439.593		565.013	472.715	520.1297	570.493			454.517
439.732		565.156	472.81	520.2435	570.551			454.667
439.844		565.312	472.947	520.3914	570.668			454.7
440.181		565.556	473.114	520.5055	570.755			454.759
440.296		565.66	473.226	520.7427	570.929			454.93
440.392		565.759	473.324	520.8944	571.016			454.975
440.515		565.848	473.44	521.0379	571.255			454.998
440.636		565.947	473.599	521.178	571.331			455.068
440.759		566.131	473.752	521.3778	571.433			455.107
440.934		566.248	473.845	521.6004	571.547			455.278
441.029		566.398	474.027	521.7368	571.729			455.327
441.201		566.539	474.165	521.8702	571.759			455.453
441.32		566.695	474.272	522.0457	571.844			455.475
441.456		566.868	474.473	522.1818	572.142			455.59
441.537		566.964	474.571	522.3156	572.233			455.622
441.669		567.039	474.689	522.4599	572.307			455.648
441.755		567.319	474.831	522.6331	572.392			455.846
441.898		567.555	474.927	522.8082	572.573			455.882
441.992		567.686	475.106	522.9622	572.716			456.077
442.141		567.796	475.228	523.132	572.843			456.113
442.296		567.884	475.363	523.2524	572.946			456.372
442.417		568.015	475.536	523.3708	573.146			456.389
442.577		568.146	475.707	523.5374	573.212			456.415
442.853		568.277	475.875	523.7408	573.367			456.583
442.978		568.535	476.086	523.8553	573.518			456.691
443.087		568.681	476.214	523.989	573.62			456.719
443.224		568.777	476.328	524.0974	573.718			456.849
443.307		568.921	476.481	524.2985	573.858			457.329
443.495		568.995	476.621	524.4705	573.924			457.395
443.582		569.109	476.738	524.6191	574.011			457.729
443.672		569.315	476.946	524.7592	574.148			457.775
443.88		569.401	477.132	524.928	574.23			457.829
443.994		569.481	477.326	525.0688	574.307			457.923
444.092		569.7	477.488	525.2609	574.456			458.111
444.218		569.799	477.597	525.371	574.523			458.145
444.38		569.934	477.829	525.5363	574.606			458.194
444.475		570.029	477.902	525.6811	574.712			458.609
444.634		570.133	478.06	525.8461	574.806			458.793
444.739		570.256	478.288	526.0165	574.934			458.83
444.855		570.388	478.43	526.121	575.005			458.864
444.98		570.552	478.545	526.2613	575.132			459.199
445.169		570.642	478.634	526.4284	575.231			459.274
445.283		570.758	478.911	526.5599	575.397			459.299
445.379		570.88	479.074	526.7372	575.491			459.38
445.512		571.07	479.206	526.9596	575.577			459.576
445.704		571.137	479.365	527.0749	575.72			459.606
445.828		571.28	479.56	527.2203	575.801			459.656
445.978		571.441	479.688	527.3721	575.943			459.996
446.096		571.581	479.844	527.5238	576.048			460.028
446.523		571.698	480.052	527.6519	576.154			460.06
446.619		571.761	480.235	527.8141	576.262			460.116
446.69		571.885	480.325	527.982	576.383			460.219
446.843		572.035	480.603	528.1558	576.471			460.248
446.94		572.15	480.744	528.3143	576.721			460.868
447.09		572.268	480.974	528.4437	576.762			460.896
447.214		572.372	481.16	528.5819	576.809			461.033
447.295		572.536	481.284	528.6906	576.959			461.07
447.41		572.645	481.405	529.0289	577.261			461.118
447.63		572.76	481.6	529.1171	577.331			461.209
447.729		572.93	481.709	529.2461	577.396			461.267
447.812		572.987	481.841	529.4077	577.689			461.394
448.005		573.201	482.003	529.5641	577.961			461.462
448.147		573.262	482.093	529.7122	578.031			461.509
448.243		573.367	482.305	529.9132	578.18			461.568
448.4		573.5	482.445	530.0481	578.245			461.8
448.494		573.599	482.596	530.1813	578.354			461.825
448.616		573.832	482.733	530.324	578.456			461.943
448.756		573.982	482.869	530.5126	578.571			461.988
448.919		574.102	482.985	530.6887	578.693			462.096
449.023		574.325	483.169	530.8585	578.836			462.312
449.152		574.476	483.258	531.0178	578.948			462.34
449.266		574.622	483.387	531.1573	579.017			462.609
449.362		574.769	483.548	531.2534	579.127			462.66
449.535		574.993	483.63	531.4262	579.245			462.692
449.658		575.058	483.769	531.5485	579.373			462.931
449.822		575.184	483.927	531.6581	579.45			463.066
449.906		575.321	484.099	531.8356	579.543			463.113
450.036		575.453	484.206	531.9977	579.64			463.158
450.169		575.565	484.328	532.1375	579.801			463.199
450.308		575.673	484.508	532.3109	579.949			463.245
450.463		575.781	484.616	532.4604	580.034			463.31
450.57		575.889	484.738	532.6147	580.122			463.71
450.714		576.058	484.867	532.7406	580.263			463.757
450.852		576.142	485.018	532.9326	580.356			463.825
450.946		576.239	485.161	533.0493	580.456			464.434
451.064		576.312	485.321	533.1826	580.584			464.709
451.19		576.43	485.451	533.3558	580.694			464.749
451.314		576.537	485.593	533.4424	580.826			464.804
451.461		576.631	485.791	533.6003	580.928			464.847
451.546		576.739	485.912	533.729	581.085			464.921
451.716		576.867	486.073	533.9156	581.183			464.981
451.894		576.986	486.343	534.0495	581.281			465.182
452.026		577.083	486.512	534.2112	581.379			465.217
452.187		577.309	486.713	534.3566	581.533			465.901
452.28		577.424	486.882	534.488	581.615			466.186
452.436		577.539	487.044	534.583	581.668			466.238
452.559		577.657	487.22	534.7322	582.026			466.406
452.648		577.775	487.383	534.8782	582.081			466.688
452.774		577.882	487.528	535.0634	582.135			466.727
452.974		578.023	487.655	535.2106	582.27			466.765
453.091		578.112	487.815	535.3795	582.457			467.101
453.284		578.248	487.95	535.4999	582.526			467.139
453.373		578.398	488.203	535.6572	582.608			467.328
453.499		578.501	488.338	535.7732	583.061			467.359
453.62		578.595	488.538	535.942	583.174			467.772
453.739		578.71	488.717	536.0569	583.237			467.795
453.838		578.851	488.852	536.2318	583.389			468.05
454.07		578.93	489.053	536.3615	583.508			468.147
454.174		579.116	489.273	536.5168	583.595			468.252
454.291		579.184	489.473	536.6517	583.758			468.351
454.395		579.301	489.676	536.8138	584.102			468.406
454.484		579.46	489.801	537.0001	584.216			468.721
454.609		579.55	489.97	537.1324	584.284			468.763
454.717		579.723	490.114	537.2667	584.548			468.794
454.908		579.883	490.257	537.4112	584.663			469.068
455.046		580.03	490.517	537.548	584.727			469.119
455.154		580.115	490.663	537.7085	584.852			469.198
455.258		580.248	490.921	537.8676	585.007			469.252
455.392		580.365	491.111	538.0524	585.095			469.283
455.551		580.489	491.307	538.156	585.184			469.673
455.668		580.693	491.46	538.2784	585.325			469.787
455.892		580.782	491.597	538.4599	585.44			469.875
456.035		580.982	491.799	538.6146	585.529			470.301
456.114		581.078	492.033	538.7412	585.648			470.606
456.256		581.271	492.178	538.8731	585.755			470.67
456.343		581.405	492.399	539.0274	585.846			470.987
456.468		581.494	492.572	539.1519	585.96			471.014
456.584		581.661	492.664	539.2626	586.062			471.062
456.709		581.891	492.847	539.4301	586.169			471.109
456.881		581.99	493.029	539.6014	586.3			471.136
456.993		582.247	493.233	539.7457	586.395			471.524
457.113		582.345	493.378	539.8881	586.515			471.565
457.291		582.48	493.539	540.0767	586.638			471.595
457.392		582.57	493.69	540.2213	586.753			471.632
457.466		582.763	493.794	540.4274	586.901			472.105
457.57		583.021	493.906	540.5383	587.082			472.358
457.721		583.183	494.035	540.7088	587.164			472.399
457.841		583.356	494.166	540.7963	587.291			472.434
457.993		583.537	494.319	540.9759	587.417			472.784
458.136		583.788	494.45	541.1417	587.562			472.823
458.539		583.912	494.569	541.3007	587.754			472.859
458.737		584.005	494.701	541.4082	587.819			472.897
458.848		584.301	494.84	541.6082	587.937			473
458.951		584.409	494.995	541.7189	588.053			473.041
459.106		584.635	495.096	541.8474	588.188			473.154
459.251		584.838	495.296	542.0378	588.336			473.175
459.386		585.005	495.416	542.2104	588.42			473.708
459.471		585.143	495.543	542.3492	588.548			473.755
459.616		585.335	495.679	542.4937	588.664			473.999
459.745		585.589	495.856	542.6404	588.79			474.05
459.891		585.835	495.995	542.7847	588.929			474.079
459.997		585.937	496.086	542.9068	589.018			474.165
460.155		586.111	496.276	543.1076	589.141			474.491
460.326		586.267	496.485	543.2345	589.328			474.521
460.444		586.468	496.622	543.407	589.454			474.602
460.554		586.724	496.747	543.5891	589.74			474.744
460.71		586.853	496.912	543.6684	589.823			474.802
460.803		586.998	497.096	543.7972	590.039			474.838
460.908		587.235	497.23	543.9373	590.108			474.897
461.049		587.442	497.385	544.1219	590.285			475.582
461.202		587.601	497.562	544.2624	590.433			475.7
461.345		587.794	497.702	544.4303	590.566			475.855
461.524		588.068	497.857	544.5813	590.657			475.928
461.594		588.201	498.044	544.709	590.771			475.991
461.691		588.379	498.142	544.9341	590.886			476.064
461.891		588.561	498.325	545.0598	591.009			476.402
462.035		588.763	498.52	545.2325	591.148			476.454
462.116		588.985	498.708	545.3547	591.269			476.512
462.297		589.139	498.836	545.5319	591.401			476.945
462.411		589.299	499.026	545.7324	591.515			477.109
462.526		589.441	499.238	545.843	591.645			477.251
462.738		589.597	499.377	546.0131	591.79			477.291
462.839		589.717	499.548	546.1355	591.92			477.347
463.011		590.027	499.746	546.2853	592.182			477.616
463.17		590.229	499.892	546.4536	592.24			477.644
463.32		590.456	500.074	546.5361	592.312			477.926
463.442		590.646	500.268	546.7371	592.48			477.966
463.561		590.757	500.39	546.9194	592.768			478.074
463.646		590.971	500.475	547.0703	592.818			478.133
463.795		591.135	500.651	547.1926	593.128			478.167
463.923		591.414	500.79	547.3398	593.429			478.42
464.074		591.552	500.94	547.5388	593.581			478.673
464.17		591.717	501.181	547.6599	593.863			478.698
464.334		591.919	501.347	547.8177	594.073			479.105
464.46		592.108	501.501	547.9302	594.165			479.154
464.574		592.25	501.674	548.0616	594.288			479.205
464.688		592.469	501.831	548.2418	594.44			479.53
464.783		592.614	501.955	548.4418	594.632			479.723
464.909		592.741	502.142	548.5698	594.749			479.855
464.997		592.857	502.252	548.734	594.881			479.897
465.122		593.012	502.398	548.9225	594.997			479.986
465.343		593.1	502.568	549.0476	595.14			480.068
465.459		593.239	502.762	549.1851	595.295			480.532
465.592		593.448	502.908	549.3218	595.399			480.583
465.766		593.544	503.006	549.4877	595.522			480.653
465.904		593.695	503.274	549.6247	595.654			481.28
465.992		593.799	503.393	549.7673	595.735			481.315
466.121		593.937	503.561	549.8551	595.852			481.621
466.354		594.219	503.699	550.0652	595.994			481.757
466.431		594.287	503.903	550.2006	596.098			481.836
466.567		594.365	504.067	550.3178	596.212			482.174
466.673		594.468	504.2	550.5076	596.339			482.22
466.782		594.719	504.397	550.6468	596.465			482.265
466.951		594.882	504.538	550.9037	596.571			482.45
467.197		595.152	504.665	551.0248	596.704			483.129
467.345		595.353	504.788	551.1506	596.792			483.267
467.456		595.428	504.915	551.2463	597.031			483.307
467.583		595.504	505.174	551.5131	597.103			483.771
467.732		595.798	505.295	551.6318	597.272			483.834
467.802		596.031	505.435	551.8126	597.364			484.259
467.947		596.113	505.593	551.9294	597.508			484.496
468.053		596.175	505.676	552.0606	597.602			484.574
468.179		596.231	505.794	552.1802	597.79			485.085
468.277		596.326	505.975	552.3472	597.881			485.125
468.409		596.363	506.117	552.5132	598.025			485.203
468.523		596.436	506.236	552.6962	598.45			485.365
468.604		596.658	506.333	552.827	598.511			485.583
468.719		596.738	506.482	553.0435	598.661			485.907
468.857		596.823	506.589	553.1766	598.719			486.017
468.998		596.905	506.785	553.3138	598.909			486.091
469.129		597.044	506.96	553.4354	599.17			486.178
469.276		597.159	507.045	553.6224	599.248			486.296
469.436		597.236	507.213	553.7678	599.646			486.592
469.539		597.453	507.304	553.9259	599.724			486.671
469.829		597.518	507.426	554.136				486.884
469.954		597.718	507.539	554.269				486.917
470.071		597.83	507.717	554.4603				487.155
470.159		597.882	507.823	554.5388				487.214
470.263		598.162	507.959	554.6924				487.36
470.381		598.338	508.099	554.7886				487.402
470.509		598.487	508.241	555.0021				487.574
470.648		598.712	508.321	555.1689				487.887
470.926		598.923	508.564	555.2475				487.972
471.132		599.061	508.69	555.3759				488.382
471.261		599.264	508.923	555.5034				488.593
471.405		599.385	509.103	555.7821				488.762
471.521		599.496	509.252	555.9142				489.256
471.609		599.733	509.346	556.0518				489.489
471.779		599.87	509.56	556.2168				489.622
471.856		599.963	509.733	556.3571				489.737
