G5oh_A01_n4	G6oh_A02_n3	G6oh_A03_n6	G6oh_A03_n7	G6oh_A03_n3	G7oh_A03_n4	G8oh_A01_n2	G8oh_A01_n3	G8oh_A03_n3
169.251	375.327	212.466	175.437	195.2907	196.969		280.495	153.979
169.511	375.615	212.664	175.606	195.462	197.158		280.656	154.011
169.615	375.903	212.805	175.701	195.5791	197.321		280.843	154.239
169.758	376.173	213.15	175.889	195.7342	197.494		281.037	154.264
169.877	376.485	213.38	175.992	195.8604	197.574		281.195	154.4
170.011	376.733	213.583	176.112	196.0187	197.797		281.311	154.432
170.167	376.995	213.813	176.275	196.2086	197.966		281.555	154.564
170.26	377.266	213.934	176.377	196.3585	198.066		281.724	154.93
170.417	377.582	214.197	176.503	196.5423	198.322		281.938	155.662
170.558	377.792	214.438	176.657	196.6811	198.403		282.112	155.787
170.651	378.091	214.733	176.754	196.8452	198.575		282.294	155.917
170.763	378.4	214.865	176.887	196.9721	198.701		282.567	155.963
170.861	378.601	215.079	176.998	197.1184	198.832		282.924	156.408
171.031	378.907	215.29	177.085	197.2539	199.034		283.118	156.497
171.169	379.188	215.609	177.258	197.4283	199.133		283.299	156.554
171.267	379.44	215.782	177.37	197.5755	199.24		283.5	156.605
171.403	379.757	215.906	177.529	197.7326	199.493		283.666	156.928
171.542	380	216.138	177.603	197.8858	199.595		283.857	156.963
171.634	380.32	216.389	177.734	198.0504	199.731		284.062	157.009
171.787	380.639	216.615	177.844	198.1712	199.943		284.269	157.426
171.949	380.9	216.828	177.945	198.3198	199.997		284.393	157.469
172.066	381.208	217.112	178.131	198.4799	200.102		284.587	157.884
172.169	381.495	217.306	178.33	198.6517	200.213		284.74	157.924
172.326	381.785	217.461	178.441	198.8232	200.333		284.953	157.952
172.421	382.073	217.707	178.581	198.937	200.648		285.153	158.042
172.544	382.334	217.829	178.699	199.1743	200.725		285.344	158.082
172.663	382.578	218.059	178.835	199.3378	200.813		285.517	158.574
172.761	382.949	218.258	178.955	199.455	201.085		285.679	158.614
172.912	383.321	218.488	179.066	199.6344	201.303		285.812	158.643
172.999	383.612	218.697	179.203	199.7426	201.486		286.037	158.706
173.175	383.87	218.884	179.325	199.9375	201.675		286.186	158.745
173.374	384.147	219.058	179.566	200.0687	201.744		286.367	158.877
173.516	384.45	219.317	179.764	200.2696	201.973		286.483	158.944
173.708	384.754	219.508	179.895	200.4276	202.143		286.703	159.067
173.833	385.113	219.659	180.024	200.5443	202.298		286.813	159.105
173.948	385.343	219.906	180.17	200.7093	202.46		287.019	159.176
174.064	385.674	220.169	180.271	200.8724	202.533		287.168	159.199
174.18	386.008	220.29	180.431	200.9967	202.704		287.352	159.323
174.3	386.259	220.419	180.695	201.1317	202.792		287.507	159.411
174.429	386.582	220.777	180.834	201.2349	202.915		287.652	160.119
174.508	386.867	220.9	180.931	201.4187	203.151		287.797	160.155
174.628	387.224	221.117	181.071	201.586	203.288		288.036	160.866
174.757	387.506	221.246	181.179	201.7094	203.437		288.257	160.971
174.863	387.773	221.421	181.294	201.8533	203.554		288.458	161.15
174.956	388.069	221.634	181.395	201.981	203.7		288.739	161.505
175.119	388.386	221.864	181.586	202.1516	203.981		288.964	161.577
175.21	388.822	222.135	181.686	202.3071	204.081		289.163	161.613
175.335	389.091	222.289	181.786	202.4391	204.207		289.383	161.655
175.523	389.418	222.453	181.899	202.5953	204.319		289.562	162.615
175.668	389.668	222.573	182.035	202.7514	204.466		289.789	162.674
175.751	389.96	222.822	182.177	202.8736	204.733		289.958	162.754
175.911	390.24	223.017	182.267	203.0644	204.794		290.075	162.806
175.988	390.558	223.169	182.381	203.1871	205.033		290.273	162.861
176.282	390.832	223.417	182.516	203.3228	205.102		290.468	163.214
176.396	391.227	223.579	182.692	203.4633	205.271		290.636	163.659
176.525	391.557	223.808	182.78	203.6463	205.387		290.873	163.741
176.616	391.808	223.982	182.914	203.7691	205.665		291.041	164.148
176.762	392.069	224.118	183.033	203.9659	205.997		291.207	164.219
176.848	392.376	224.287	183.197	204.0649	206.074		291.397	164.285
177.002	392.728	224.55	183.299	204.2685	206.394		291.553	164.368
177.112	393.019	224.713	183.433	204.3946	206.497		291.736	164.671
177.245	393.254	224.986	183.621	204.5138	206.648		291.927	164.825
177.355	393.54	225.189	183.754	204.6438	206.888		292.097	165.111
177.465	393.864	225.32	183.918	204.7915	207.083		292.206	165.319
177.592	394.259	225.541	184.014	204.9711	207.244		292.403	165.356
177.726	394.54	225.712	184.163	205.0842	207.446		292.531	165.463
177.869	394.872	225.899	184.274	205.2914	207.577		292.753	165.923
177.965	395.115	226.159	184.422	205.3937	207.751		292.895	166.054
178.036	395.517	226.392	184.558	205.5024	207.948		293.044	166.174
178.17	395.786	226.593	184.758	205.682	208.198		293.251	166.204
178.327	396.065	226.695	184.854	205.785	208.338		293.406	166.289
178.624	396.417	226.835	185.027	205.914	208.538		293.568	166.538
178.793	396.668	227.121	185.148	206.2229	208.634		293.732	166.609
178.903	396.951	227.285	185.303	206.3284	208.818		293.89	167.04
178.99	397.262	227.438	185.401	206.5012	208.963		294.051	167.093
179.103	397.568	227.588	185.539	206.6655	209.144		294.162	167.2
179.232	397.815	227.728	185.64	206.8192	209.232		294.303	167.28
179.386	398.103	227.821	185.781	206.9704	209.338		294.485	167.302
179.459	398.433	227.897	185.918	207.1309	209.54		294.621	167.877
179.61	398.789	228.085	186.063	207.2805	209.654		294.826	168.178
179.696	399.055	228.138	186.171	207.4308	209.758		295.002	168.287
179.8	399.28	228.246	186.267	207.5139	209.875		295.163	168.362
179.951	399.677	228.356	186.412	207.7164	210.106		295.338	168.543
180.222	399.887	228.471	186.538	207.8158	210.237		295.51	168.57
180.316	400.226	228.537	186.652	207.9937	210.396		295.697	168.898
180.413	400.509	228.639	186.806	208.1137	210.492		295.824	168.994
180.516	400.777	228.78	186.941	208.2564	210.575		295.985	169.197
180.678	401.07	228.911	187.056	208.396	210.82		296.204	169.247
180.79	401.28	228.997	187.205	208.554	210.882		296.461	169.285
180.909	401.466	229.082	187.313	208.67	211.003		296.766	169.451
181.008	401.765	229.241	187.449	208.8032	211.445		296.992	169.53
181.173	402.029	229.321	187.615	208.9673	211.557		297.181	169.556
181.314	402.32	229.417	187.754	209.1368	211.7		297.399	169.911
181.403	402.679	229.526	187.885	209.3058	211.913		297.684	169.962
181.512	402.904	229.705	187.958	209.4366	212.041		297.821	170.07
181.659	403.29	229.81	188.104	209.6114	212.319		298.064	170.252
181.826	403.522	229.887	188.266	209.7691	212.459		298.238	170.277
181.893	403.81	229.974	188.361	209.875	212.721		298.406	170.764
182.032	404.046	230.055	188.478	210.0265	212.774		298.605	170.815
182.14	404.396	230.227	188.635	210.1697	212.999		298.783	171.395
182.232	404.672	230.351	188.721	210.2882	213.122		298.971	171.457
182.368	404.982	230.473	188.832	210.4561	213.296		299.107	171.517
182.508	405.223	230.565	189.036	210.6213	213.349		299.314	171.67
182.627	405.591	230.711	189.126	210.7745	213.573		299.416	171.813
182.967	405.868	230.829	189.282	210.9027	213.638		299.628	172.026
183.117	406.104	230.898	189.401	211.0311	213.727		299.817	172.278
183.201	406.421	231.035	189.51	211.2212	213.87		300.022	172.314
183.303	406.738	231.113	189.631	211.3904	214.089		300.216	172.37
183.423	407.048	231.242	189.752	211.4904	214.225		300.314	172.443
183.573	407.329	231.373	189.865	211.6943	214.397		300.535	172.552
183.711	407.683	231.535	190.001	211.8295	214.459		300.684	172.593
183.81	407.989	231.604	190.12	211.9087	214.583		300.886	173.016
184.004	408.327	231.751	190.229	212.1154	214.821		301.049	173.202
184.123	408.517	231.861	190.406	212.2487	214.898		301.228	173.265
184.216	408.847	232.011	190.52	212.4478	215.001		301.378	173.309
184.331	409.121	232.182	190.623	212.5884	215.138		301.481	173.41
184.481	409.378	232.295	190.759	212.7204	215.395		301.655	174.048
184.652	409.677	232.418	190.911	212.8924	215.473		301.736	174.18
184.775	409.931	232.541	191.022	213.0004	215.652		301.922	174.276
184.963	410.3	232.701	191.142	213.2094	215.734		302.086	174.313
185.054	410.565	232.883	191.298	213.3342	215.933		302.282	174.623
185.163	410.801	232.986	191.429	213.4581	216.02		302.482	174.683
185.287	411.072	233.191	191.573	213.6079	216.145		302.586	174.74
185.451	411.4	233.311	191.705	213.7566	216.308		302.719	175.083
185.589	411.767	233.502	191.808	213.8565	216.513		302.881	175.187
185.806	412.021	233.626	191.946	214.0447	216.627		303.065	175.229
185.945	412.296	233.844	192.147	214.1931	216.869		303.233	175.358
186.022	412.594	234.013	192.275	214.337	217.283		303.421	175.39
186.116	412.879	234.18	192.397	214.5028	217.395		303.572	175.49
186.389	413.171	234.294	192.543	214.6155	217.608		303.744	175.86
186.487	413.508	234.505	192.743	214.7663	217.738		303.82	175.909
186.605	413.738	234.777	192.834	214.9384	218.059		304.022	175.951
186.705	414.082	234.893	192.957	215.0659	218.165		304.185	176.461
186.837	414.286	235.029	193.086	215.2575	218.31		304.329	176.509
186.922	414.584	235.234	193.214	215.3992	218.498		304.44	176.951
187.033	414.885	235.407	193.366	215.5383	218.689		304.704	177.041
187.134	415.18	235.537	193.519	215.7099	218.837		304.899	177.234
187.32	415.57	235.676	193.633	215.8447	219.049		304.991	177.412
187.518	415.853	235.98	193.787	215.9866	219.147		305.185	177.442
187.636	416.092	236.117	193.884	216.1492	219.333		305.355	177.599
187.738	416.368	236.27	193.999	216.3244	219.502		305.507	177.725
187.835	416.669	236.515	194.132	216.4297	219.647		305.678	177.759
187.953	416.982	236.746	194.233	216.5452	219.722		305.873	178.243
188.191	417.239	236.904	194.379	216.7074	219.888		306.033	178.29
188.271	417.516	237.114	194.497	216.904	220.064		306.201	178.344
188.39	417.827	237.351	194.626	217.1173	220.148		306.34	178.377
188.498	418.173	237.564	194.739	217.2211	220.275		306.488	178.763
188.611	418.463	237.721	194.83	217.3901	220.509		306.676	178.838
188.759	418.765	237.862	194.976	217.4959	220.624		306.835	178.863
188.83	419.047	238.191	195.174	217.6561	220.836		306.971	178.911
188.947	419.344	238.348	195.279	217.7639	220.894		307.107	179.073
189.085	419.631	238.475	195.427	217.9634	221.096		307.358	179.314
189.25	419.877	238.642	195.504	218.0616	221.148		307.455	179.361
189.325	420.016	238.829	195.683	218.251	221.365		307.66	179.383
189.472	420.335	239.083	195.826	218.3491	221.48		307.834	179.75
189.571	420.666	239.325	196.059	218.5968	221.626		308.025	179.774
189.712	420.986	239.463	196.337	218.7353	221.787		308.188	179.816
189.817	421.241	239.699	196.473	218.8542	221.953		308.355	179.872
189.946	421.522	239.867	196.646	218.9928	222.055		308.487	180.014
190.065	421.828	240.195	196.845	219.1506	222.169		308.631	180.104
190.176	422.072	240.368	196.975	219.335	222.302		308.835	180.189
190.32	422.379	240.52	197.066	219.4707	222.398		308.977	180.215
190.433	422.692	240.674	197.2	219.6155	222.578		309.175	180.28
190.548	422.975	240.918	197.298	219.8274	222.814		309.365	180.754
190.647	423.249	241.11	197.482	219.9455	223.046		309.541	180.874
190.786	423.598	241.374	197.634	220.1276	223.243		309.691	180.98
190.915	423.911	241.538	197.734	220.3093	223.351		309.858	181.052
191.002	424.35	241.646	197.848	220.4509	223.541		310.075	181.395
191.186	424.608	241.939	198.05	220.5848	223.785		310.267	181.431
191.307	424.841	242.094	198.124	220.7252	223.844		310.443	181.544
191.43	425.14	242.329	198.305	220.8483	224.019		310.579	181.653
191.52	425.471	242.555	198.432	221.0963	224.131		310.775	181.691
191.612	425.756	242.721	198.567	221.2063	224.227		310.913	181.833
191.694	426.066	242.959	198.663	221.3514	224.382		311.069	181.871
191.965	426.45	243.177	198.765	221.5459	224.858		311.239	181.892
192.127	426.676	243.427	198.888	221.6728	225.046		311.38	181.954
192.228	426.936	243.617	199.004	221.7845	225.149		311.565	182.423
192.348	427.267	243.928	199.173	221.9374	225.389		311.78	182.465
192.451	427.573	244.165	199.254	222.0704	225.547		311.935	182.495
192.543	427.84	244.342	199.389	222.2089	225.631		312.09	182.701
192.652	428.129	244.506	199.518	222.3489	225.805		312.292	182.785
192.897	428.443	244.743	199.581	222.4855	225.934		312.487	182.85
193.035	428.736	244.905	199.786	222.6338	226.113		312.673	182.883
193.16	428.983	245.172	199.879	222.8184	226.187		312.955	183.004
193.253	429.236	245.317	200.024	222.9672	226.293		313.295	183.269
193.344	429.619	245.505	200.153	223.1308	226.487		313.498	183.303
193.492	429.883	245.709	200.234	223.2681	226.681		313.685	183.719
193.671	430.202	245.949	200.395	223.4155	226.823		313.885	183.778
193.765	430.461	246.074	200.503	223.5853	227.023		313.985	183.858
193.874	430.788	246.247	200.678	223.7076	227.167		314.289	184.304
193.986	431.081	246.557	200.83	223.8694	227.241		314.517	184.405
194.068	431.421	246.744	200.922	224.0023	227.371		314.723	184.65
194.2	431.642	246.871	201.116	224.131	227.717		314.911	184.676
194.317	431.92	247.053	201.241	224.3681	227.827		315.026	184.954
194.439	432.213	247.333	201.352	224.5149	227.915		315.271	185.05
194.559	432.516	247.548	201.492	224.6917	228.086		315.442	185.089
194.721	432.774	247.703	201.61	224.827	228.506		315.628	185.132
194.807	433.054	247.974	201.762	224.98	228.661		315.827	185.329
194.95	433.405	248.087	201.848	225.142	228.857		316.049	185.387
195.027	433.681	248.261	201.983	225.3392	229.002		316.207	185.542
195.154	433.961	248.505	202.089	225.4841	229.187		316.421	185.577
195.402	434.289	248.623	202.246	225.5805	229.325		316.6	185.768
195.545	434.579	248.878	202.429	225.7411	229.417		316.779	185.996
195.693	434.869	248.995	202.534	225.8667	229.638		316.961	186.043
195.796	435.163	249.12	202.67	226.0515	229.81		317.181	186.072
195.936	435.479	249.363	202.805	226.1603	229.932		317.399	186.449
196.006	435.781	249.481	202.877	226.3246	230.012		317.587	186.487
196.108	436.138	249.631	203.073	226.4741	230.285		317.696	187.28
196.216	436.449	249.761	203.193	226.692	230.411		317.891	187.345
196.375	436.719	249.889	203.295	226.8321	230.529		318.065	187.582
196.478	437.057	250.141	203.392	226.9846	230.774		318.226	187.685
196.622	437.375	250.3	203.533	227.1758	230.88		318.459	187.742
196.692	437.644	250.382	203.686	227.3567	231.073		318.672	188.26
196.824	438.021	250.545	203.786	227.4515	231.268		318.818	188.307
196.951	438.294	250.76	203.889	227.5745	231.382		319.027	188.35
197.081	438.548	251.026	204.07	227.7386	231.484		319.191	188.412
197.238	438.839	251.16	204.238	227.8383	231.755		319.383	188.444
197.387	439.152	251.333	204.33	228.0347	231.913		319.536	189.095
197.497	439.38	251.499	204.456	228.1763	232.187		319.723	189.181
197.582	439.663	251.71	204.564	228.3146	232.348		319.887	189.39
197.728	439.988	251.812	204.71	228.4924	232.534		320.106	189.529
197.803	440.359	251.986	204.827	228.6568	232.764		320.286	189.705
197.929	440.668	252.108	204.952	228.8197	232.839		320.396	189.8
198.079	440.924	252.228	205.06	228.9364	233.07		320.633	189.84
198.202	441.155	252.341	205.183	229.144	233.432		320.824	189.873
198.376	441.505	252.464	205.276	229.2775	233.585		321.015	189.943
198.458	441.744	252.634	205.406	229.4413	233.785		321.158	190.206
198.545	442.16	252.814	205.55	229.5845	233.923		321.31	190.227
198.652	442.469	252.921	205.626	229.7444	234.194		321.552	190.424
198.814	442.744	253.128	205.78	229.9184	234.383		321.708	190.569
198.951	443.103	253.229	205.913	230.0486	234.508		321.841	190.751
199.03	443.363	253.279	206.003	230.2158	234.597		322.195	191.073
199.162	443.59	253.416	206.177	230.3604	234.966		322.494	191.271
199.262	443.894	253.512	206.294	230.5413	235.185		322.728	191.745
199.37	444.229	253.653	206.421	230.674	235.317		322.932	191.794
199.509	444.585	253.739	206.524	230.7928	235.417		323.093	192.017
199.622	444.853	253.86	206.649	230.9351	235.625		323.295	192.122
199.785	445.167	253.989	206.75	231.171	235.814		323.421	192.158
199.912	445.462	254.112	206.893	231.2897	235.899		323.648	192.241
200.035	445.764	254.267	207.003	231.4754	236.138		323.821	192.462
200.149	446.052	254.354	207.108	231.6305	236.314		324	192.83
200.252	446.37	254.565	207.237	231.7827	236.433		324.153	192.912
200.383	446.657	254.686	207.357	231.9474	236.628		324.301	193.051
200.509	446.991	254.846	207.472	232.1295	236.714		324.465	193.099
200.679	447.277	254.997	207.598	232.309	236.936		324.691	193.16
200.806	447.593	255.057	207.766	232.5112	237.079		324.864	193.542
200.917	447.893	255.2	207.878	232.6713	237.197		325.053	193.778
201.057	448.114	255.374	208.019	232.7902	237.382		325.293	194.183
201.159	448.468	255.532	208.132	232.9243	237.502		325.53	194.278
201.254	448.751	255.629	208.257	233.0685	237.615		325.774	194.326
201.438	449.028	255.819	208.381	233.2151	237.763		326.048	194.378
201.508	449.305	255.909	208.5	233.3608	238.023		326.245	194.613
201.697	449.561	256.063	208.605	233.4806	238.195		326.455	194.762
201.911	449.851	256.235	208.732	233.6621	238.289		326.632	194.789
201.996	450.152	256.307	208.873	233.7959	238.66		326.842	194.908
202.086	450.459	256.401	208.985	233.9287	238.745		326.992	195.017
202.206	450.687	256.491	209.081	234.0443	238.973		327.17	195.449
202.315	450.779	256.641	209.269	234.2281	239.124		327.376	195.877
202.425	451.124	256.93	209.415	234.3445	239.432		327.537	195.946
202.568	451.403	257.013	209.669	234.5035	239.551		327.746	196.025
202.678	451.769	257.152	209.913	234.7001	239.731		327.936	196.056
202.854	451.995	257.218	210.073	234.7864	239.913		328.054	196.166
202.951	452.336	257.447	210.164	234.9283	240.275		328.31	196.714
203.046	452.563	257.508	210.279	235.0708	240.39		328.437	196.901
203.205	452.846	257.639	210.422	235.219	240.663		328.641	197.156
203.298	453.155	257.993	210.647	235.3595	240.927		328.84	197.211
203.388	453.389	258.211	210.724	235.5462	241.266		329.002	197.263
203.493	453.711	258.341	210.849	235.7176	241.462		329.191	197.467
203.63	453.989	258.485	210.99	235.8647	241.663		329.387	197.499
